year,district_en,crop_group,area_ha,source
2016,Atbasar,sunflower,9532,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2017,Atbasar,sunflower,14147,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2018,Atbasar,sunflower,9419,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2019,Atbasar,sunflower,8447,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2020,Atbasar,sunflower,5273,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2021,Atbasar,sunflower,6043,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2022,Atbasar,sunflower,4683,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2023,Atbasar,sunflower,7246,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2024,Atbasar,sunflower,7748,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2025,Atbasar,sunflower,16500,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Атбасарский
2010,Bulandy,sunflower,1144,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2011,Bulandy,sunflower,865,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2012,Bulandy,sunflower,350,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2016,Bulandy,sunflower,639,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2017,Bulandy,sunflower,600,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2019,Bulandy,sunflower,400,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2020,Bulandy,sunflower,1543,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2021,Bulandy,sunflower,3014,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2022,Bulandy,sunflower,8797,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2023,Bulandy,sunflower,10429,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2024,Bulandy,sunflower,17432,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2025,Bulandy,sunflower,13578,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Буландынский
2009,Burabay,sunflower,69,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2010,Burabay,sunflower,221,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2011,Burabay,sunflower,531,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2013,Burabay,sunflower,2892,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2014,Burabay,sunflower,2460,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2015,Burabay,sunflower,861,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2016,Burabay,sunflower,412,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2017,Burabay,sunflower,1508,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2018,Burabay,sunflower,893,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2019,Burabay,sunflower,513,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2020,Burabay,sunflower,312,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2021,Burabay,sunflower,360,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2022,Burabay,sunflower,1497,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2023,Burabay,sunflower,4602,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2024,Burabay,sunflower,7235,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2025,Burabay,sunflower,9475,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Бурабайский
2007,Esil,sunflower,100,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2008,Esil,sunflower,850,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2009,Esil,sunflower,380,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2010,Esil,sunflower,2048,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2011,Esil,sunflower,6879,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2012,Esil,sunflower,2935,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2013,Esil,sunflower,5638,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2014,Esil,sunflower,4386,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2015,Esil,sunflower,2697,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2016,Esil,sunflower,5155,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2017,Esil,sunflower,11705,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2018,Esil,sunflower,8671,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2019,Esil,sunflower,5673,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2020,Esil,sunflower,4892,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2021,Esil,sunflower,8324,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2022,Esil,sunflower,10104,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2023,Esil,sunflower,8580,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2024,Esil,sunflower,9917,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2025,Esil,sunflower,16444,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Есильский
2005,Kokshetau,sunflower,4,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=г.а. Кокшетау
2011,Kokshetau,sunflower,747,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=г.а. Кокшетау
2014,Kokshetau,sunflower,207,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=г.а. Кокшетау
2005,Sandyktau,sunflower,289,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2006,Sandyktau,sunflower,5,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2008,Sandyktau,sunflower,200,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2009,Sandyktau,sunflower,500,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2010,Sandyktau,sunflower,1402,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2011,Sandyktau,sunflower,3004,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2012,Sandyktau,sunflower,4153,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2013,Sandyktau,sunflower,5343,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2014,Sandyktau,sunflower,4139,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2015,Sandyktau,sunflower,3344,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2016,Sandyktau,sunflower,2847,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2017,Sandyktau,sunflower,3240,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2018,Sandyktau,sunflower,1966,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2019,Sandyktau,sunflower,1379,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2020,Sandyktau,sunflower,811,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2021,Sandyktau,sunflower,3067,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2022,Sandyktau,sunflower,1927,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2023,Sandyktau,sunflower,892,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2024,Sandyktau,sunflower,2006,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2025,Sandyktau,sunflower,7477,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Сандыктауский
2005,Shortandy,sunflower,12,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2006,Shortandy,sunflower,15,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2007,Shortandy,sunflower,3,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2008,Shortandy,sunflower,1244,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2009,Shortandy,sunflower,2,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2010,Shortandy,sunflower,3284,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2011,Shortandy,sunflower,4184,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2012,Shortandy,sunflower,1060,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2013,Shortandy,sunflower,2255,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2014,Shortandy,sunflower,4918,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2015,Shortandy,sunflower,2100,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2016,Shortandy,sunflower,1686,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2017,Shortandy,sunflower,2944,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2018,Shortandy,sunflower,1007,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2019,Shortandy,sunflower,1950,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2020,Shortandy,sunflower,2,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2021,Shortandy,sunflower,41,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2022,Shortandy,sunflower,154,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2023,Shortandy,sunflower,257,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2024,Shortandy,sunflower,2115,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2025,Shortandy,sunflower,8491,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Шортандинский
2005,Tselinograd,sunflower,717,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2007,Tselinograd,sunflower,600,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2008,Tselinograd,sunflower,5756,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2009,Tselinograd,sunflower,9755,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2010,Tselinograd,sunflower,15540,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2011,Tselinograd,sunflower,16508,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2012,Tselinograd,sunflower,4723,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2013,Tselinograd,sunflower,4028,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2014,Tselinograd,sunflower,3867,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2015,Tselinograd,sunflower,200,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2016,Tselinograd,sunflower,250,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2017,Tselinograd,sunflower,1200,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2018,Tselinograd,sunflower,1529,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2019,Tselinograd,sunflower,10,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2020,Tselinograd,sunflower,355,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2021,Tselinograd,sunflower,2027,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2022,Tselinograd,sunflower,7688,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2023,Tselinograd,sunflower,8385,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2024,Tselinograd,sunflower,10814,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2025,Tselinograd,sunflower,12065,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Целиноградский
2006,Zerenda,sunflower,413,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2007,Zerenda,sunflower,400,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2010,Zerenda,sunflower,2678,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2011,Zerenda,sunflower,5714,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2012,Zerenda,sunflower,2593,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2013,Zerenda,sunflower,3291,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2014,Zerenda,sunflower,3580,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2015,Zerenda,sunflower,2101,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2016,Zerenda,sunflower,1174,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2017,Zerenda,sunflower,12599,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2018,Zerenda,sunflower,2006,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2019,Zerenda,sunflower,958,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2020,Zerenda,sunflower,438,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2021,Zerenda,sunflower,9472,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2022,Zerenda,sunflower,8630,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2023,Zerenda,sunflower,5476,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2024,Zerenda,sunflower,10957,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2025,Zerenda,sunflower,11546,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Зерендинский
2005,Zhaksy,sunflower,1200,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2006,Zhaksy,sunflower,810,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2008,Zhaksy,sunflower,1189,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2009,Zhaksy,sunflower,610,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2010,Zhaksy,sunflower,460,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2012,Zhaksy,sunflower,368,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2013,Zhaksy,sunflower,4206,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2014,Zhaksy,sunflower,1823,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2017,Zhaksy,sunflower,1558,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2018,Zhaksy,sunflower,767,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2019,Zhaksy,sunflower,1498,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2020,Zhaksy,sunflower,1176,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2021,Zhaksy,sunflower,2074,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2022,Zhaksy,sunflower,1838,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2023,Zhaksy,sunflower,2586,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2024,Zhaksy,sunflower,2612,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
2025,Zhaksy,sunflower,4791,BNS stat.gov.kz dynamic-tables akmola/1485 fileId=40090 row=Жаксынский
